id_orden,fecha,id_cliente,producto,categoria,marca,region,canal,metodo_pago,unidades,precio_unitario,descuento_pct,venta
ORD-00895,17/03/2026,C-0479,Smartwatch FitGo,Deportes,FitGo,Sur,App,Tarjeta crédito,2,2299,15,3908.3
ORD-00904,17/03/2026,C-0258,Mochila Training,Deportes,Move,Sureste,App,PayPal,3,899,15,2292.45
ORD-01045,17/03/2026,C-0809,Laptop Nova 14,Electrónica,Nova,Norte,Web,Tarjeta crédito,1,18999,5,18049.05
ORD-01049,17/03/2026,C-0880,Auto Control Remoto,Juguetes,FunTech,Occidente,App,Tarjeta crédito,2,999,5,1898.1
ORD-01109,17/03/2026,C-0317,Jeans Classic,Moda,Urban Co.,Occidente,Marketplace,Tarjeta crédito,2,899,5,1708.1
ORD-01147,17/03/2026,C-0896,Tenis Casual Street,Moda,Urban Co.,Centro,App,Tarjeta crédito,4,1399,10,5036.4
ORD-01185,17/03/2026,C-0027,Bicicleta Urban 21,Deportes,Move,Occidente,Web,Tarjeta crédito,1,7499,20,5999.2
ORD-01219,17/03/2026,C-0729,Tenis Runner Pro,Deportes,Move,Norte,Web,Tarjeta crédito,3,1899,0,5697
ORD-01223,17/03/2026,C-0109,Sudadera Essential,Moda,BasicLab,Occidente,Web,Tarjeta crédito,1,999,5,949.05
ORD-01230,17/03/2026,C-0411,Mochila Training,Deportes,Move,Sureste,Web,PayPal,2,899,0,1798
ORD-01232,17/03/2026,C-0566,Tenis Runner Pro,Deportes,Move,Occidente,App,Tarjeta crédito,1,1899,0,1899
ORD-01267,17/03/2026,C-0729,Jeans Classic,Moda,Urban Co.,Centro,Web,Tarjeta débito,1,899,15,764.15
ORD-01303,17/03/2026,C-0361,Set Bloques Creativos,Juguetes,PlayBox,Sur,Web,Tarjeta débito,1,799,20,639.2
ORD-01315,17/03/2026,C-0591,Set Bloques Creativos,Juguetes,PlayBox,Centro,Web,Tarjeta débito,1,799,0,799
ORD-01352,17/03/2026,C-0869,Smartwatch FitGo,Deportes,FitGo,Occidente,Web,Transferencia,1,2299,10,2069.1
ORD-01357,17/03/2026,C-0433,Tenis Runner Pro,Deportes,Move,Norte,App,Tarjeta crédito,1,1899,0,1899
ORD-01389,17/03/2026,C-0508,Smartwatch FitGo,Deportes,FitGo,Sur,Web,Tarjeta crédito,2,2299,0,4598
ORD-01411,17/03/2026,C-0634,Jeans Classic,Moda,Urban Co.,Norte,Marketplace,Tarjeta débito,1,899,0,899
ORD-01413,17/03/2026,C-0230,Audífonos AirBeat,Electrónica,SoundPro,Centro,Web,Tarjeta crédito,1,1499,5,1424.05
ORD-01430,17/03/2026,C-0081,Chamarra Urban,Moda,Urban Co.,Centro,Web,Tarjeta crédito,1,1599,15,1359.15
ORD-01439,17/03/2026,C-0930,Mochila Training,Deportes,Move,Centro,Marketplace,Tarjeta débito,1,899,20,719.2
ORD-01452,17/03/2026,C-0673,Sudadera Essential,Moda,BasicLab,Sur,App,Transferencia,1,999,0,999
ORD-01495,17/03/2026,C-0236,Jeans Classic,Moda,Urban Co.,Centro,Web,Tarjeta débito,1,899,0,899
ORD-01510,17/03/2026,C-0446,Smartwatch FitGo,Deportes,FitGo,Norte,App,Tarjeta débito,1,2299,0,2299
ORD-01519,17/03/2026,C-0284,Audífonos AirBeat,Electrónica,SoundPro,Occidente,App,Tarjeta crédito,1,1499,10,1349.1
ORD-01535,17/03/2026,C-0198,Muñeca Adventure,Juguetes,PlayBox,Centro,App,Tarjeta crédito,1,649,5,616.55
ORD-01536,17/03/2026,C-0706,Tenis Casual Street,Moda,Urban Co.,Centro,Web,Tarjeta crédito,1,1399,0,1399
ORD-01561,17/03/2026,C-0142,Licuadora MixPlus,Hogar,HomePlus,Sur,App,PayPal,1,1199,15,1019.15
ORD-01599,17/03/2026,C-0251,Auto Control Remoto,Juguetes,FunTech,Occidente,Marketplace,PayPal,2,999,10,1798.2
ORD-01647,17/03/2026,C-0770,Audífonos AirBeat,Electrónica,SoundPro,Sur,Web,Transferencia,4,1499,5,5696.2
ORD-01663,17/03/2026,C-0888,Laptop Nova 14,Electrónica,Nova,Centro,App,PayPal,2,18999,0,37998
ORD-01698,17/03/2026,C-0731,Cafetera HomeBrew,Hogar,HomePlus,Norte,App,Tarjeta crédito,1,1799,0,1799
ORD-01729,17/03/2026,C-0184,Smartwatch FitGo,Deportes,FitGo,Norte,Web,Tarjeta crédito,2,2299,20,3678.4
ORD-01744,17/03/2026,C-0203,Chamarra Urban,Moda,Urban Co.,Norte,App,Tarjeta crédito,1,1599,0,1599
ORD-01793,17/03/2026,C-0718,Tenis Runner Pro,Deportes,Move,Sureste,Web,Tarjeta crédito,1,1899,0,1899
ORD-01799,17/03/2026,C-0182,Aspiradora CleanPro,Hogar,CleanPro,Sureste,Web,Tarjeta crédito,1,3299,10,2969.1
ORD-01808,17/03/2026,C-0008,Smartwatch FitGo,Deportes,FitGo,Occidente,Web,Tarjeta crédito,1,2299,0,2299
ORD-01820,17/03/2026,C-0163,Audífonos AirBeat,Electrónica,SoundPro,Sureste,Marketplace,Tarjeta crédito,1,1499,0,1499
ORD-01966,17/03/2026,C-0167,Chamarra Urban,Moda,Urban Co.,Norte,App,Tarjeta crédito,1,1599,0,1599
ORD-02076,17/03/2026,C-0252,Tenis Runner Pro,Deportes,Move,Norte,Web,Tarjeta débito,1,1899,0,1899
ORD-02099,17/03/2026,C-0879,Smartwatch FitGo,Deportes,FitGo,Norte,Marketplace,Transferencia,3,2299,0,6897
ORD-02107,17/03/2026,C-0262,Smartwatch FitGo,Deportes,FitGo,Centro,Web,Tarjeta crédito,1,2299,0,2299
ORD-02110,17/03/2026,C-0044,Jeans Classic,Moda,Urban Co.,Occidente,Web,Tarjeta crédito,1,899,10,809.1
ORD-02115,17/03/2026,C-0568,Tablet Go 10,Electrónica,Nova,Sur,Web,Transferencia,1,6299,0,6299
ORD-02116,17/03/2026,C-0935,Laptop Nova 14,Electrónica,Nova,Sureste,App,Tarjeta crédito,2,18999,0,37998
ORD-02178,17/03/2026,C-0302,Smart TV 55,Electrónica,Vision,Norte,App,Tarjeta crédito,2,11999,0,23998
ORD-02193,17/03/2026,C-0279,Chamarra Urban,Moda,Urban Co.,Norte,Web,PayPal,1,1599,0,1599
ORD-02197,17/03/2026,C-0603,Jeans Classic,Moda,Urban Co.,Norte,App,Tarjeta débito,1,899,5,854.05
ORD-02262,17/03/2026,C-0210,Mochila Training,Deportes,Move,Occidente,App,Tarjeta débito,1,899,5,854.05
ORD-02277,17/03/2026,C-0862,Tenis Runner Pro,Deportes,Move,Norte,Marketplace,PayPal,1,1899,0,1899
ORD-02294,17/03/2026,C-0146,Cafetera HomeBrew,Hogar,HomePlus,Centro,Web,Tarjeta crédito,1,1799,5,1709.05
ORD-02326,17/03/2026,C-0111,Mochila Training,Deportes,Move,Occidente,Marketplace,Tarjeta crédito,1,899,15,764.15
ORD-02327,17/03/2026,C-0082,Tenis Runner Pro,Deportes,Move,Sureste,App,Tarjeta débito,1,1899,5,1804.05
ORD-02333,17/03/2026,C-0033,Jeans Classic,Moda,Urban Co.,Norte,Web,PayPal,1,899,20,719.2
ORD-02354,17/03/2026,C-0150,Auto Control Remoto,Juguetes,FunTech,Sur,Marketplace,Tarjeta débito,1,999,5,949.05
ORD-02392,17/03/2026,C-0135,Sudadera Essential,Moda,BasicLab,Norte,App,Tarjeta débito,1,999,10,899.1
ORD-02405,17/03/2026,C-0303,Freidora AirCook,Hogar,KitchenLab,Sureste,Web,Transferencia,1,2499,0,2499
ORD-02504,17/03/2026,C-0574,Set Bloques Creativos,Juguetes,PlayBox,Centro,Web,Tarjeta débito,1,799,0,799
ORD-02519,17/03/2026,C-0818,Mochila Training,Deportes,Move,Norte,Web,Tarjeta débito,1,899,15,764.15
ORD-02538,17/03/2026,C-0608,Cafetera HomeBrew,Hogar,HomePlus,Sur,Marketplace,Tarjeta débito,1,1799,0,1799
ORD-02611,17/03/2026,C-0496,Set Bloques Creativos,Juguetes,PlayBox,Occidente,Web,PayPal,1,799,15,679.15
ORD-02641,17/03/2026,C-0769,Bicicleta Urban 21,Deportes,Move,Norte,Web,Tarjeta débito,1,7499,0,7499
ORD-02674,17/03/2026,C-0598,Audífonos AirBeat,Electrónica,SoundPro,Sur,Marketplace,Tarjeta crédito,1,1499,0,1499
ORD-02677,17/03/2026,C-0814,Jeans Classic,Moda,Urban Co.,Centro,Marketplace,Transferencia,2,899,10,1618.2
ORD-02787,17/03/2026,C-0266,Jeans Classic,Moda,Urban Co.,Occidente,App,Tarjeta crédito,1,899,0,899
ORD-02876,17/03/2026,C-0620,Tenis Casual Street,Moda,Urban Co.,Sur,App,Tarjeta débito,1,1399,5,1329.05
ORD-02913,17/03/2026,C-0385,Tablet Go 10,Electrónica,Nova,Sureste,App,Tarjeta crédito,1,6299,0,6299
ORD-02923,17/03/2026,C-0828,Tenis Runner Pro,Deportes,Move,Occidente,Web,Tarjeta crédito,1,1899,10,1709.1
ORD-02942,17/03/2026,C-0056,Tenis Casual Street,Moda,Urban Co.,Centro,Web,Transferencia,1,1399,10,1259.1
ORD-02944,17/03/2026,C-0542,Mochila Training,Deportes,Move,Occidente,Marketplace,PayPal,1,899,0,899
ORD-02998,17/03/2026,C-0711,Smartphone X1,Electrónica,Nova,Norte,Marketplace,Tarjeta débito,1,8999,5,8549.05
ORD-00003,18/03/2026,C-0164,Bicicleta Urban 21,Deportes,Move,Norte,App,Tarjeta crédito,2,7499,10,13498.2
ORD-00029,18/03/2026,C-0498,Bicicleta Urban 21,Deportes,Move,Sur,Marketplace,Transferencia,1,7499,10,6749.1
ORD-00100,18/03/2026,C-0812,Freidora AirCook,Hogar,KitchenLab,Centro,Web,Tarjeta crédito,1,2499,0,2499
ORD-00138,18/03/2026,C-0718,Set Bloques Creativos,Juguetes,PlayBox,Norte,App,Tarjeta débito,1,799,5,759.05
ORD-00188,18/03/2026,C-0135,Tenis Runner Pro,Deportes,Move,Sur,Marketplace,Tarjeta crédito,2,1899,0,3798
ORD-00227,18/03/2026,C-0607,Smartwatch FitGo,Deportes,FitGo,Centro,App,Tarjeta débito,1,2299,0,2299
ORD-00239,18/03/2026,C-0639,Smart TV 55,Electrónica,Vision,Centro,Web,Tarjeta débito,2,11999,5,22798.1
ORD-00250,18/03/2026,C-0710,Freidora AirCook,Hogar,KitchenLab,Norte,Web,PayPal,1,2499,10,2249.1
ORD-00272,18/03/2026,C-0598,Smart TV 55,Electrónica,Vision,Centro,Web,Tarjeta débito,1,11999,0,11999
ORD-00293,18/03/2026,C-0369,Set Bloques Creativos,Juguetes,PlayBox,Norte,Web,Tarjeta débito,1,799,5,759.05
ORD-00374,18/03/2026,C-0070,Freidora AirCook,Hogar,KitchenLab,Occidente,App,Transferencia,1,2499,10,2249.1
ORD-00441,18/03/2026,C-0806,Audífonos AirBeat,Electrónica,SoundPro,Norte,Web,Tarjeta crédito,2,1499,0,2998
ORD-00453,18/03/2026,C-0292,Tenis Runner Pro,Deportes,Move,Norte,Web,PayPal,1,1899,10,1709.1
ORD-00514,18/03/2026,C-0149,Set Bloques Creativos,Juguetes,PlayBox,Centro,Marketplace,PayPal,1,799,5,759.05
ORD-00517,18/03/2026,C-0818,Chamarra Urban,Moda,Urban Co.,Sur,App,Tarjeta débito,2,1599,0,3198
ORD-00620,18/03/2026,C-0226,Freidora AirCook,Hogar,KitchenLab,Norte,Web,Tarjeta débito,2,2499,5,4748.1
ORD-00640,18/03/2026,C-0290,Chamarra Urban,Moda,Urban Co.,Sur,Web,Tarjeta débito,1,1599,10,1439.1
ORD-00679,18/03/2026,C-0142,Aspiradora CleanPro,Hogar,CleanPro,Centro,App,Tarjeta débito,1,3299,5,3134.05
ORD-00799,18/03/2026,C-0116,Jeans Classic,Moda,Urban Co.,Norte,App,Tarjeta débito,1,899,0,899
ORD-00817,18/03/2026,C-0057,Muñeca Adventure,Juguetes,PlayBox,Occidente,Web,Tarjeta débito,1,649,5,616.55
ORD-00833,18/03/2026,C-0787,Licuadora MixPlus,Hogar,HomePlus,Sureste,App,Tarjeta crédito,3,1199,0,3597
ORD-00856,18/03/2026,C-0775,Sudadera Essential,Moda,BasicLab,Occidente,Marketplace,Tarjeta débito,1,999,5,949.05
ORD-00870,18/03/2026,C-0822,Freidora AirCook,Hogar,KitchenLab,Norte,Marketplace,Tarjeta débito,2,2499,10,4498.2
ORD-00881,18/03/2026,C-0320,Smartphone X1,Electrónica,Nova,Occidente,App,PayPal,1,8999,0,8999
ORD-00911,18/03/2026,C-0940,Chamarra Urban,Moda,Urban Co.,Sur,Marketplace,Tarjeta crédito,1,1599,15,1359.15
ORD-01007,18/03/2026,C-0919,Muñeca Adventure,Juguetes,PlayBox,Occidente,Web,Tarjeta débito,1,649,0,649
ORD-01011,18/03/2026,C-0418,Auto Control Remoto,Juguetes,FunTech,Centro,Web,Tarjeta crédito,1,999,0,999
ORD-01018,18/03/2026,C-0172,Auto Control Remoto,Juguetes,FunTech,Norte,Web,Tarjeta débito,1,999,10,899.1
ORD-01060,18/03/2026,C-0048,Smart TV 55,Electrónica,Vision,Norte,Web,Tarjeta débito,1,11999,20,9599.2
ORD-01098,18/03/2026,C-0734,Set Bloques Creativos,Juguetes,PlayBox,Centro,App,PayPal,1,799,10,719.1
ORD-01248,18/03/2026,C-0025,Smartphone X1,Electrónica,Nova,Centro,App,PayPal,2,8999,0,17998
ORD-01258,18/03/2026,C-0432,Mochila Training,Deportes,Move,Occidente,App,PayPal,1,899,0,899
ORD-01260,18/03/2026,C-0870,Laptop Nova 14,Electrónica,Nova,Norte,Web,Tarjeta crédito,1,18999,15,16149.15
ORD-01304,18/03/2026,C-0383,Licuadora MixPlus,Hogar,HomePlus,Norte,Marketplace,Tarjeta crédito,1,1199,15,1019.15
ORD-01328,18/03/2026,C-0945,Licuadora MixPlus,Hogar,HomePlus,Occidente,App,PayPal,3,1199,0,3597
ORD-01342,18/03/2026,C-0506,Licuadora MixPlus,Hogar,HomePlus,Sur,App,Tarjeta crédito,3,1199,0,3597
ORD-01386,18/03/2026,C-0687,Audífonos AirBeat,Electrónica,SoundPro,Sureste,Marketplace,Tarjeta crédito,1,1499,10,1349.1
ORD-01422,18/03/2026,C-0397,Sudadera Essential,Moda,BasicLab,Occidente,Web,Tarjeta débito,1,999,0,999
ORD-01428,18/03/2026,C-0455,Cafetera HomeBrew,Hogar,HomePlus,Centro,App,PayPal,2,1799,15,3058.3
ORD-01493,18/03/2026,C-0821,Tablet Go 10,Electrónica,Nova,Centro,Web,Tarjeta débito,1,6299,10,5669.1
ORD-01568,18/03/2026,C-0725,Auto Control Remoto,Juguetes,FunTech,Sur,Marketplace,Tarjeta crédito,3,999,0,2997
ORD-01578,18/03/2026,C-0779,Smartwatch FitGo,Deportes,FitGo,Sur,Web,PayPal,1,2299,0,2299
ORD-01583,18/03/2026,C-0761,Tenis Runner Pro,Deportes,Move,Centro,Web,Tarjeta crédito,1,1899,0,1899
ORD-01584,18/03/2026,C-0081,Tenis Runner Pro,Deportes,Move,Occidente,App,Tarjeta crédito,2,1899,0,3798
ORD-01585,18/03/2026,C-0769,Smartwatch FitGo,Deportes,FitGo,Sureste,Web,PayPal,1,2299,5,2184.05
ORD-01602,18/03/2026,C-0849,Bicicleta Urban 21,Deportes,Move,Occidente,Web,PayPal,2,7499,0,14998
ORD-01617,18/03/2026,C-0263,Tenis Casual Street,Moda,Urban Co.,Sureste,Marketplace,Tarjeta crédito,1,1399,5,1329.05
ORD-01640,18/03/2026,C-0544,Mochila Training,Deportes,Move,Centro,Web,Tarjeta débito,1,899,10,809.1
ORD-01679,18/03/2026,C-0801,Tenis Runner Pro,Deportes,Move,Norte,Web,PayPal,1,1899,10,1709.1
ORD-01684,18/03/2026,C-0103,Smartphone X1,Electrónica,Nova,Norte,Web,Transferencia,1,8999,5,8549.05
ORD-01700,18/03/2026,C-0044,Jeans Classic,Moda,Urban Co.,Occidente,App,Tarjeta débito,1,899,10,809.1
ORD-01712,18/03/2026,C-0613,Cafetera HomeBrew,Hogar,HomePlus,Occidente,Web,Tarjeta débito,1,1799,0,1799
ORD-01734,18/03/2026,C-0005,Smartphone X1,Electrónica,Nova,Centro,Web,Tarjeta crédito,1,8999,15,7649.15
ORD-01766,18/03/2026,C-0634,Audífonos AirBeat,Electrónica,SoundPro,Sureste,Web,Tarjeta débito,1,1499,0,1499
ORD-01795,18/03/2026,C-0310,Smartphone X1,Electrónica,Nova,Centro,Marketplace,Transferencia,1,8999,0,8999
ORD-01813,18/03/2026,C-0477,Tenis Runner Pro,Deportes,Move,Sureste,Web,Tarjeta débito,1,1899,0,1899
ORD-01824,18/03/2026,C-0801,Sudadera Essential,Moda,BasicLab,Norte,App,Tarjeta débito,3,999,15,2547.45
ORD-01859,18/03/2026,C-0221,Smartwatch FitGo,Deportes,FitGo,Centro,Web,Tarjeta débito,1,2299,0,2299
ORD-01869,18/03/2026,C-0812,Smartwatch FitGo,Deportes,FitGo,Occidente,App,PayPal,3,2299,5,6552.15
ORD-01921,18/03/2026,C-0555,Audífonos AirBeat,Electrónica,SoundPro,Occidente,App,Tarjeta crédito,1,1499,15,1274.15
ORD-01926,18/03/2026,C-0351,Licuadora MixPlus,Hogar,HomePlus,Sur,Web,Tarjeta débito,2,1199,0,2398
ORD-02006,18/03/2026,C-0399,Sudadera Essential,Moda,BasicLab,Centro,Marketplace,PayPal,1,999,0,999
ORD-02009,18/03/2026,C-0464,Sudadera Essential,Moda,BasicLab,Sur,Web,Tarjeta débito,1,999,0,999
ORD-02019,18/03/2026,C-0103,Sudadera Essential,Moda,BasicLab,Sureste,Marketplace,Tarjeta débito,1,999,15,849.15
ORD-02022,18/03/2026,C-0343,Licuadora MixPlus,Hogar,HomePlus,Centro,Web,Transferencia,1,1199,15,1019.15
ORD-02048,18/03/2026,C-0263,Auto Control Remoto,Juguetes,FunTech,Norte,Web,PayPal,1,999,0,999
ORD-02061,18/03/2026,C-0456,Auto Control Remoto,Juguetes,FunTech,Occidente,Web,Tarjeta débito,2,999,0,1998
ORD-02063,18/03/2026,C-0056,Licuadora MixPlus,Hogar,HomePlus,Norte,Web,Tarjeta débito,1,1199,10,1079.1
ORD-02100,18/03/2026,C-0028,Licuadora MixPlus,Hogar,HomePlus,Sur,App,Tarjeta crédito,1,1199,15,1019.15
ORD-02185,18/03/2026,C-0268,Muñeca Adventure,Juguetes,PlayBox,Norte,App,PayPal,1,649,10,584.1
ORD-02195,18/03/2026,C-0792,Muñeca Adventure,Juguetes,PlayBox,Sur,Marketplace,Tarjeta débito,1,649,0,649
ORD-02218,18/03/2026,C-0809,Tablet Go 10,Electrónica,Nova,Centro,Marketplace,Tarjeta crédito,3,6299,0,18897
ORD-02306,18/03/2026,C-0100,Smartphone X1,Electrónica,Nova,Sureste,App,PayPal,1,8999,0,8999
ORD-02351,18/03/2026,C-0852,Auto Control Remoto,Juguetes,FunTech,Sur,Web,Tarjeta crédito,2,999,0,1998
ORD-02369,18/03/2026,C-0677,Mochila Training,Deportes,Move,Occidente,Marketplace,Tarjeta débito,4,899,0,3596
ORD-02420,18/03/2026,C-0713,Set Bloques Creativos,Juguetes,PlayBox,Centro,App,Tarjeta débito,1,799,0,799
ORD-02425,18/03/2026,C-0798,Audífonos AirBeat,Electrónica,SoundPro,Centro,App,Tarjeta débito,1,1499,5,1424.05
ORD-02556,18/03/2026,C-0625,Audífonos AirBeat,Electrónica,SoundPro,Sur,Marketplace,Transferencia,2,1499,0,2998
ORD-02630,18/03/2026,C-0324,Mochila Training,Deportes,Move,Centro,Web,PayPal,1,899,5,854.05
ORD-02675,18/03/2026,C-0307,Freidora AirCook,Hogar,KitchenLab,Occidente,Marketplace,PayPal,2,2499,10,4498.2
ORD-02688,18/03/2026,C-0901,Aspiradora CleanPro,Hogar,CleanPro,Sur,Marketplace,Tarjeta débito,1,3299,0,3299
ORD-02716,18/03/2026,C-0650,Tablet Go 10,Electrónica,Nova,Occidente,Web,Tarjeta débito,1,6299,5,5984.05
ORD-02729,18/03/2026,C-0251,Mochila Training,Deportes,Move,Sur,Marketplace,Tarjeta débito,1,899,0,899
ORD-02735,18/03/2026,C-0368,Cafetera HomeBrew,Hogar,HomePlus,Centro,Marketplace,Tarjeta crédito,2,1799,15,3058.3
ORD-02752,18/03/2026,C-0876,Licuadora MixPlus,Hogar,HomePlus,Sur,Web,Tarjeta débito,1,1199,10,1079.1
ORD-02753,18/03/2026,C-0612,Tenis Casual Street,Moda,Urban Co.,Norte,Marketplace,Tarjeta crédito,1,1399,0,1399
ORD-02770,18/03/2026,C-0835,Cafetera HomeBrew,Hogar,HomePlus,Occidente,Web,PayPal,1,1799,0,1799
ORD-02819,18/03/2026,C-0240,Audífonos AirBeat,Electrónica,SoundPro,Sur,Marketplace,Transferencia,1,1499,0,1499
ORD-02828,18/03/2026,C-0011,Freidora AirCook,Hogar,KitchenLab,Occidente,Web,Tarjeta crédito,1,2499,0,2499
ORD-02849,18/03/2026,C-0063,Mochila Training,Deportes,Move,Centro,App,PayPal,1,899,10,809.1
ORD-02883,18/03/2026,C-0415,Tenis Casual Street,Moda,Urban Co.,Centro,App,Tarjeta débito,1,1399,10,1259.1
ORD-02979,18/03/2026,C-0003,Licuadora MixPlus,Hogar,HomePlus,Centro,Web,Tarjeta débito,1,1199,0,1199
ORD-02991,18/03/2026,C-0620,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta crédito,1,1499,0,1499
ORD-02992,18/03/2026,C-0755,Sudadera Essential,Moda,BasicLab,Sur,App,Tarjeta crédito,1,999,5,949.05
ORD-00037,19/03/2026,C-0903,Smartwatch FitGo,Deportes,FitGo,Sureste,Web,Tarjeta crédito,3,2299,0,6897
ORD-00057,19/03/2026,C-0813,Freidora AirCook,Hogar,KitchenLab,Occidente,Web,Tarjeta débito,1,2499,5,2374.05
ORD-00072,19/03/2026,C-0052,Set Bloques Creativos,Juguetes,PlayBox,Occidente,Web,Tarjeta débito,1,799,0,799
ORD-00078,19/03/2026,C-0708,Muñeca Adventure,Juguetes,PlayBox,Occidente,Marketplace,Tarjeta crédito,1,649,10,584.1
ORD-00105,19/03/2026,C-0329,Smart TV 55,Electrónica,Vision,Norte,Marketplace,Transferencia,1,11999,0,11999
ORD-00137,19/03/2026,C-0635,Chamarra Urban,Moda,Urban Co.,Norte,App,Tarjeta crédito,1,1599,5,1519.05
ORD-00149,19/03/2026,C-0888,Licuadora MixPlus,Hogar,HomePlus,Centro,App,Transferencia,2,1199,0,2398
ORD-00152,19/03/2026,C-0620,Smartwatch FitGo,Deportes,FitGo,Occidente,Web,Transferencia,1,2299,5,2184.05
ORD-00179,19/03/2026,C-0106,Set Bloques Creativos,Juguetes,PlayBox,Occidente,Web,Tarjeta débito,1,799,0,799
ORD-00215,19/03/2026,C-0079,Licuadora MixPlus,Hogar,HomePlus,Centro,Web,Tarjeta débito,1,1199,0,1199
ORD-00235,19/03/2026,C-0901,Aspiradora CleanPro,Hogar,CleanPro,Sur,Web,Tarjeta crédito,1,3299,20,2639.2
ORD-00314,19/03/2026,C-0085,Smart TV 55,Electrónica,Vision,Occidente,Web,Tarjeta débito,1,11999,10,10799.1
ORD-00351,19/03/2026,C-0804,Sudadera Essential,Moda,BasicLab,Occidente,Marketplace,Tarjeta débito,1,999,0,999
ORD-00353,19/03/2026,C-0769,Cafetera HomeBrew,Hogar,HomePlus,Centro,Marketplace,Transferencia,1,1799,5,1709.05
ORD-00420,19/03/2026,C-0002,Tablet Go 10,Electrónica,Nova,Sur,Web,PayPal,1,6299,0,6299
ORD-00435,19/03/2026,C-0555,Tenis Casual Street,Moda,Urban Co.,Centro,App,Tarjeta débito,1,1399,0,1399
ORD-00438,19/03/2026,C-0776,Smartphone X1,Electrónica,Nova,Sureste,Marketplace,Tarjeta débito,1,8999,5,8549.05
ORD-00442,19/03/2026,C-0777,Chamarra Urban,Moda,Urban Co.,Occidente,Web,Tarjeta crédito,1,1599,0,1599
ORD-00561,19/03/2026,C-0165,Tenis Runner Pro,Deportes,Move,Centro,Marketplace,Tarjeta crédito,1,1899,0,1899
ORD-00563,19/03/2026,C-0222,Smartwatch FitGo,Deportes,FitGo,Occidente,Marketplace,Tarjeta débito,3,2299,10,6207.3
ORD-00574,19/03/2026,C-0803,Mochila Training,Deportes,Move,Norte,Web,Tarjeta débito,1,899,10,809.1
ORD-00600,19/03/2026,C-0242,Freidora AirCook,Hogar,KitchenLab,Centro,App,Tarjeta crédito,1,2499,0,2499
ORD-00608,19/03/2026,C-0669,Smartwatch FitGo,Deportes,FitGo,Norte,Marketplace,Tarjeta crédito,1,2299,0,2299
ORD-00654,19/03/2026,C-0376,Tenis Runner Pro,Deportes,Move,Sureste,Web,Tarjeta crédito,1,1899,0,1899
ORD-00661,19/03/2026,C-0085,Jeans Classic,Moda,Urban Co.,Norte,Web,Tarjeta crédito,1,899,0,899
ORD-00698,19/03/2026,C-0053,Set Bloques Creativos,Juguetes,PlayBox,Sureste,Marketplace,Tarjeta crédito,2,799,0,1598
ORD-00753,19/03/2026,C-0769,Licuadora MixPlus,Hogar,HomePlus,Norte,App,Tarjeta crédito,3,1199,10,3237.3
ORD-00758,19/03/2026,C-0294,Smartwatch FitGo,Deportes,FitGo,Centro,Web,Transferencia,1,2299,10,2069.1
ORD-00768,19/03/2026,C-0200,Cafetera HomeBrew,Hogar,HomePlus,Norte,App,PayPal,1,1799,10,1619.1
ORD-00785,19/03/2026,C-0855,Laptop Nova 14,Electrónica,Nova,Centro,Web,PayPal,1,18999,5,18049.05
ORD-00803,19/03/2026,C-0113,Jeans Classic,Moda,Urban Co.,Occidente,Web,PayPal,1,899,15,764.15
ORD-00828,19/03/2026,C-0920,Aspiradora CleanPro,Hogar,CleanPro,Occidente,App,Tarjeta débito,1,3299,0,3299
ORD-00838,19/03/2026,C-0870,Bicicleta Urban 21,Deportes,Move,Occidente,App,PayPal,1,7499,0,7499
ORD-00843,19/03/2026,C-0344,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta crédito,1,1499,20,1199.2
ORD-00951,19/03/2026,C-0097,Freidora AirCook,Hogar,KitchenLab,Centro,Web,Tarjeta crédito,1,2499,0,2499
ORD-00983,19/03/2026,C-0303,Audífonos AirBeat,Electrónica,SoundPro,Centro,App,Tarjeta débito,1,1499,5,1424.05
ORD-00989,19/03/2026,C-0750,Sudadera Essential,Moda,BasicLab,Centro,Marketplace,Tarjeta crédito,1,999,0,999
ORD-01009,19/03/2026,C-0883,Tenis Casual Street,Moda,Urban Co.,Norte,Marketplace,Tarjeta débito,1,1399,0,1399
ORD-01020,19/03/2026,C-0092,Smartwatch FitGo,Deportes,FitGo,Sur,Web,Tarjeta crédito,1,2299,5,2184.05
ORD-01048,19/03/2026,C-0378,Licuadora MixPlus,Hogar,HomePlus,Sureste,App,Tarjeta crédito,1,1199,0,1199
ORD-01061,19/03/2026,C-0815,Jeans Classic,Moda,Urban Co.,Centro,App,PayPal,1,899,0,899
ORD-01128,19/03/2026,C-0939,Tablet Go 10,Electrónica,Nova,Sureste,Marketplace,Tarjeta crédito,1,6299,10,5669.1
ORD-01154,19/03/2026,C-0390,Aspiradora CleanPro,Hogar,CleanPro,Sureste,App,Tarjeta crédito,2,3299,0,6598
ORD-01182,19/03/2026,C-0391,Mochila Training,Deportes,Move,Norte,Web,Tarjeta débito,1,899,0,899
ORD-01277,19/03/2026,C-0641,Licuadora MixPlus,Hogar,HomePlus,Sur,Web,Tarjeta crédito,1,1199,5,1139.05
ORD-01308,19/03/2026,C-0565,Freidora AirCook,Hogar,KitchenLab,Sur,App,PayPal,2,2499,0,4998
